#Dataset	Class#	#Pos	All	%Pos	*.wc.arff has word count features (words pruned if <3 occurences)
tr12.wc.arff	1	34	313	0.1086
tr12.wc.arff	2	29	313	0.0927
tr12.wc.arff	3	9	313	0.0288
tr12.wc.arff	4	30	313	0.0958
tr12.wc.arff	5	35	313	0.1118
tr12.wc.arff	6	29	313	0.0927
tr12.wc.arff	7	54	313	0.1725
tr21.wc.arff	0	231	336	0.6875
tr21.wc.arff	1	16	336	0.0476
tr21.wc.arff	2	9	336	0.0268
tr21.wc.arff	3	41	336	0.1220
tr21.wc.arff	4	35	336	0.1042
tr21.wc.arff	5	4	336	0.0119
tr23.wc.arff	0	36	204	0.1765
tr23.wc.arff	1	11	204	0.0539
tr23.wc.arff	2	91	204	0.4461
tr23.wc.arff	3	45	204	0.2206
tr23.wc.arff	4	15	204	0.0735
tr23.wc.arff	5	6	204	0.0294
tr31.wc.arff	0	352	927	0.3797
tr31.wc.arff	1	63	927	0.0680
tr31.wc.arff	2	151	927	0.1629
tr31.wc.arff	3	21	927	0.0227
tr31.wc.arff	4	227	927	0.2449
tr31.wc.arff	5	111	927	0.1197
tr31.wc.arff	6	2	927	0.0022
tr41.wc.arff	0	26	878	0.0296
tr41.wc.arff	1	174	878	0.1982
tr41.wc.arff	2	95	878	0.1082
tr41.wc.arff	3	243	878	0.2768
tr41.wc.arff	4	35	878	0.0399
tr41.wc.arff	5	9	878	0.0103
tr41.wc.arff	6	162	878	0.1845
tr41.wc.arff	7	33	878	0.0376
tr41.wc.arff	8	18	878	0.0205
tr41.wc.arff	9	83	878	0.0945
tr45.wc.arff	0	128	690	0.1855
tr45.wc.arff	1	75	690	0.1087
tr45.wc.arff	2	47	690	0.0681
tr45.wc.arff	3	14	690	0.0203
tr45.wc.arff	4	160	690	0.2319
tr45.wc.arff	5	36	690	0.0522
tr45.wc.arff	6	18	690	0.0261
tr45.wc.arff	7	82	690	0.1188
tr45.wc.arff	8	63	690	0.0913
tr45.wc.arff	9	67	690	0.0971
wap.wc.arff	0	15	1560	0.0096
wap.wc.arff	1	76	1560	0.0487
wap.wc.arff	2	33	1560	0.0212
wap.wc.arff	3	54	1560	0.0346
wap.wc.arff	4	5	1560	0.0032
wap.wc.arff	5	196	1560	0.1256
wap.wc.arff	6	341	1560	0.2186
wap.wc.arff	7	44	1560	0.0282
wap.wc.arff	8	18	1560	0.0115
wap.wc.arff	9	11	1560	0.0071
wap.wc.arff	10	91	1560	0.0583
wap.wc.arff	11	40	1560	0.0256
wap.wc.arff	12	168	1560	0.1077
wap.wc.arff	13	65	1560	0.0417
wap.wc.arff	14	91	1560	0.0583
wap.wc.arff	15	97	1560	0.0622
wap.wc.arff	16	13	1560	0.0083
wap.wc.arff	17	37	1560	0.0237
wap.wc.arff	18	130	1560	0.0833
wap.wc.arff	19	35	1560	0.0224
new3s.wc.arff	0	126	9558	0.0132
new3s.wc.arff	1	130	9558	0.0136
new3s.wc.arff	2	568	9558	0.0594
new3s.wc.arff	3	211	9558	0.0221
new3s.wc.arff	4	159	9558	0.0166
new3s.wc.arff	5	696	9558	0.0728
new3s.wc.arff	6	171	9558	0.0179
new3s.wc.arff	7	493	9558	0.0516
new3s.wc.arff	8	278	9558	0.0291
new3s.wc.arff	9	141	9558	0.0148
new3s.wc.arff	10	281	9558	0.0294
new3s.wc.arff	11	124	9558	0.0130
new3s.wc.arff	12	326	9558	0.0341
new3s.wc.arff	13	115	9558	0.0120
new3s.wc.arff	14	136	9558	0.0142
new3s.wc.arff	15	110	9558	0.0115
new3s.wc.arff	16	276	9558	0.0289
new3s.wc.arff	17	369	9558	0.0386
new3s.wc.arff	18	161	9558	0.0168
new3s.wc.arff	19	330	9558	0.0345
new3s.wc.arff	20	187	9558	0.0196
new3s.wc.arff	21	171	9558	0.0179
new3s.wc.arff	22	104	9558	0.0109
new3s.wc.arff	23	123	9558	0.0129
new3s.wc.arff	24	218	9558	0.0228
new3s.wc.arff	25	110	9558	0.0115
new3s.wc.arff	26	196	9558	0.0205
new3s.wc.arff	27	270	9558	0.0282
new3s.wc.arff	28	253	9558	0.0265
new3s.wc.arff	29	106	9558	0.0111
new3s.wc.arff	30	243	9558	0.0254
new3s.wc.arff	31	328	9558	0.0343
new3s.wc.arff	32	238	9558	0.0249
new3s.wc.arff	33	139	9558	0.0145
new3s.wc.arff	34	174	9558	0.0182
new3s.wc.arff	35	306	9558	0.0320
new3s.wc.arff	36	198	9558	0.0207
new3s.wc.arff	37	116	9558	0.0121
new3s.wc.arff	38	179	9558	0.0187
new3s.wc.arff	39	120	9558	0.0126
new3s.wc.arff	40	153	9558	0.0160
new3s.wc.arff	41	181	9558	0.0189
new3s.wc.arff	42	139	9558	0.0145
new3s.wc.arff	43	105	9558	0.0110
